,job_link,job_description,job_title
234,https://www.workpac.com/job/mining-operator-2," Job description Job Highlights2:1 rosterFIFO from PerthOpportunities for fulltime employment in the futureAbout our ClientFortescue is now consistently producing more than 170 million tonnes of iron ore per year and has an exciting future ahead, establishing itself for future growth in a global market through innovation, product diversification and asset development.About the RoleWorkPac currently has a number of opportunities at the FMG Cloudbreak mine site located in the Pilbara for experienced dump truck operators.As a key member of a high performing team, you will play an integral role in implementing our client's production requirements.Skills and Experience12 months + mining production operating experienceCAT 777 OR CAT 785 dump truck operating experienceManual C Class Australian issued Drivers Licence (minimum)Police clearance within 12 months of issue or willingness to obtainAbout WorkPacWorkPac is Australia's leading, privately owned recruitment provider to the mining, construction, engineering, light industrial and healthcare sectors. We are proud to partner with some of the country's leading companies to deliver rewarding permanent, contract, temporary and traineeship recruitment opportunities.Apply NowClick onto the apply button. For more information contact:Mia Lowe - Recruitment CoordinatorPhone contact: 08 6462 1121WorkPac - Western AustraliaReference no. 752J202048888At WorkPac, we recognise we are strengthened by diversity. We are committed to providing a work environment in which everyone is included, treated fairly and with respect. We are an Equal Opportunity employer and we encourage applications from women and Indigenous people. ",mining operator
235,https://www.workpac.com/job/dump-truck-operator-38," Job description $45 p/hr $5 retention allowanceDay shift onlyAbout the CompanyWorkPac is Australia's leading, privately owned recruitment provider to the mining, construction, engineering, oil and gas and healthcare sectors. We are proud to partner with some of the country's leading companies to deliver rewarding career opportunities. Register or apply with us for ongoing access to a wide range of temporary and permanent jobs for all skill levels. About the RoleWorkPac is currently seeking experienced Dump Truck Operators with Civil Construction experience to do FIFO ex Perth. Successful candidates must have CAT 740 or CAT 777 dump truck experience and 12+ months civil experience. This project is for a mine site extension with work going until March 2021.Job/Site Information:3:1 FIFO Roster1.5 hour flight from PerthFriday flying daysMine site extension projectDay shift onlyCamp based 5 minutes from airport & siteCamp Information:Brand new camp24/7 GymYoga classesBasketball, pool table, darts etcDietary requirements catered forFoxtel, Netflix & wifi in roomsTicket/Experience Requirements:Current Australian drivers licenceRigid or Articulated Dump truck ticketWhite card (Blue card)Right to work in AustraliaAbility to pass a pre-employment medical or D&A screeningWhy work for WorkPac?Looking after our employees is important to us. Our WorkPlus Employee Benefits program offers benefits across health, private insurance, financial services, travel and more.We have a team of dedicated recruiters, most of which have in field knowledge of the industry, who make continuous contact to ensure you are happy with not only WorkPac's service but our clients. We are committed to ensuring you are happy and safe, you are our most valuable asset!WorkPac have over 45 offices throughout Australia, this means you have the flexibility to work anywhere in Australia with us. As WorkPac has such a large footprint, we know our local areas and are always helping our local community.How to ApplyClick 'APPLY NOW' and upload a resume. ",dump truck operator
236,https://www.workpac.com/job/dump-truck-operator-37," Job description FMG Cloudbreak FIFO ex Perth 2:1 rosterMining retention bonuses paidSuper on all hoursAbout the RoleExperienced dump truck operators required for an immediate start. Duties and ResponsibilitiesOperation of CAT 777 Dump TrucksTransportation of iron oreComplying with site safety proceduresSkills and ExperienceValid driver's licencePrevious mining or civil experience operating dump trucksNational police clearance or willingness to applyAbout WorkPacWorkPac is Australiaâs leading, privately owned recruitment provider to the mining, construction, engineering, light industrial and healthcare sectors. We are proud to partner with some of the countryâs leading companies to deliver rewarding permanent, contract, temporary and traineeship recruitment opportunities.Apply NowClick onto the apply button. For more information contact:Brooke Pepper â 9722 3951Bunbury Business CentreReference number: 752J202048856 ",dump truck operator
237,https://www.workpac.com/job/mining-operator-1," Job description FMG Cloudbreak 2:1 rosterTemp to perm for the right candidateSuper paid on all hoursAbout the RoleExperienced mining operators required to start ASAP. FIFO from Perth these are long-term opportunities looking to go full time for the right candidates. Duties and ResponsibilitiesOperation of diggers, dozers, graders and loadersTransportation of iron orefollowing site safety proceduresSkills and ExperienceC Class Driver's LicenceNational police clearance or willingness to obtainAbility to pass medicals and drug and alcohol screeningsAbout WorkPacWorkPac is Australiaâs leading, privately owned recruitment provider to the mining, construction, engineering, light industrial and healthcare sectors. We are proud to partner with some of the countryâs leading companies to deliver rewarding permanent, contract, temporary and traineeship recruitment opportunities.Apply NowClick onto the apply button. For more information contact:Brooke Pepper â 9722 3951Bunbury Business CentreReference number: 752J202048855 ",mining operator
238,https://www.workpac.com/job/fire-technician," Job description Temporary to Permanent Opportunity $42 an hour + penaltiesLithgow locationAbout the CompanyOur client is a world leader in Fire suppression systems for Mining, Transport and Industrial markets throughout Australia and have a reputation for Innovation, performance, quality and reliability.About the RoleWe are currently looking for a Qualified Fire technician to work at our Lithgow location work both with mining and transport fire suppression systems. Duties & responsibilitiesInstallation of Fire detection systems. Fire Panel Programming Ability to work autonomously Skills and ExperienceACMA Licence Min 3 years experience in Fire Testing and Installation Experience in special hazard systems About WorkPacWorkPac is Australia's leading, privately owned recruitment provider to the mining, construction, engineering, light industrial and healthcare sectors. We are proud to partner with some of the country?s leading companies to deliver rewarding permanent, contract, temporary and traineeship recruitment opportunities.Apply NowClick on the apply button or for more information Contact: Name: Sheree FioritaWorkPac NewcastleJob Reference Number: NEWCIJ202092570At WorkPac, we recognise we are strengthened by diversity. We are committed to providing a work environment in which everyone is included, treated fairly and with respect. We are an Equal Opportunity employer and we encourage applications from women and Indigenous people. ",fire technician
239,https://www.workpac.com/job/painter-slash-blaster-trades-assistant-1," Job description Painter/BlasterStart Date - ASAP Duration - ongoing role for the right person Hours - 6am to 2pm overtime and weekend work may be required dependent on workload Skill - Sandblasting Painter experience with a construction card.  Must be able to work in a high pressure environment  Our client requires a Painter/Blaster Trades Assistant for on going work in the Gladstone area, The preferred candidate should have previous experience off siding Industrial Painters and Blasters, the work will be carried out at the local workshop.  There may be the requirement for site work depending on work demand.About WorkPacWorkPac is Australia's leading, privately owned recruitment provider to the mining, construction, engineering, light industrial and healthcare sectors. We are proud to partner with some of the country's leading companies to deliver rewarding permanent, contract, temporary and traineeship recruitment opportunities.? Apply NowClick on the apply button or for more information Contact:krys.mckinley@workpac.comKrys McKinley 07 4800 3700Job Reference Number:? ?  BSINDJ2020104464At WorkPac, we recognise we are strengthened by diversity. We are committed to providing a work environment in which everyone is included, treated fairly and with respect. We are an Equal Opportunity employer and we encourage applications from women and Indigenous people.?  ",painter/blaster trades assistant
240,https://www.workpac.com/job/packerman," Job description $26.04 per hour + penaltiesGunnedah LocationOngoing workAbout the Role WorkPac are seeking a Pick & Packer Storeperson for an ongoing casual opportunity in Gunnedah, this position has a view of permanency for the right motivated individual. This role is to work with grain and fodder in a warehouse environment.Duties and Responsibilities Repetitive manual handling/packingWork in a fast paced environmentRepetitive manual handlingHeavy lifting up to 25kgsForklift ticket preferred but not essential Skills and Experience Previous warehouse Grain/Fodder/Stockfeed/Fertilizer experience preferred Strong organisational skillsStrong clear communication skills verbal and writtenAbility to work in a team and unsupervisedStrong adherence and understanding of OH & S policies and proceduresAbout WorkPacWorkPac is Australia's leading, privately owned recruitment provider to the mining, construction, engineering, light industrial and healthcare sectors. We are proud to partner with some of the country's leading companies to deliver rewarding permanent, contract, temporary and traineeship recruitment opportunities.Apply NowClick on the apply button or for more information Contact:Name: Belinda 03 87891900WorkPac Job Reference Number:7212J202014552At WorkPac, we recognise we are strengthened by diversity. We are committed to providing a work environment in which everyone is included, treated fairly and with respect. We are an Equal Opportunity employer and we encourage applications from women and Indigenous people ",pick & packer storeperson
241,https://www.workpac.com/job/engineering-surveyor," Job description FIFO 2/1 roster to the PilbaraFull time, ongoing contract opportunity$65 per hour + superAbout The RoleWorkPac are seeking an Engineering Surveyor to join a leading surveying consultancy on a FIFO 2/1 roster, working across multiple projects in the Pilbara. Duties & ResponsibilitiesEngineering and civil construction surveyingProvide conformance data and long term audit surveysConcrete and hold down bolt set outUse of Trimble and 12DSkills & ExperienceDiploma in Surveying and/or relevant tertiary qualificationsProven skills and experience in engineering surveyingExperience with Trimble and 12D preferred but not essentialWA C Class Driver's LicenceAbout WorkPacWorkPac is Australiaâs leading, privately owned recruitment provider to the mining, construction, engineering, light industrial and healthcare sectors. We are proud to partner with some of the countryâs leading companies to deliver rewarding permanent, contract, temporary and traineeship recruitment opportunities.Apply NowClick on the apply button or for more information please contact:Nella Celikovic - Recruitment CoordinatorEmail: nella.celikovic@workpac.comJob Order reference number: 752J202048863At WorkPac, we recognise we are strengthened by diversity. We are committed to providing a work environment in which everyone is included, treated fairly and with respect. We are an Equal Opportunity employer and we encourage applications from women and Indigenous people. ",engineering surveyor
242,https://www.workpac.com/job/dump-truck-operator-fifo-8," Job description Job HighlightsVariety of rosters available 2&1 and 8&6FIFO options from Perth, Geraldton, Broome, Albany or BusseltonOpportunities for fulltime employment in the futureAbout our ClientRio Tinto operates the world's largest integrated portfolio of iron ore assets. These assets include a world-class, integrated network of 15 iron ore mines, four port facilities, a 1,700 kilometre rail network and related infrastructure. Rio Tinto are expanding operations in the Pilbara to epic proportions while introducing next generation technologies to deliver greater efficiency, lower production costs and improved health, safety and environmental performance.About the RoleWorkPac has a number of opportunities across a variety of Rio Tinto Iron Ore mine sites located in the Pilbara for experienced electric drive dump truck operators.As a key member of a high performing team, you will play an integral role in implementing our client's production requirements.Skills and Experience12 months + mining production operating experienceKomatsu 830 electric drive OR 930 dump truck operation essentialManual C Class Australian issued Drivers Licence (minimum)About WorkPacWorkPac is Australia's leading, privately owned recruitment provider to the mining, construction, engineering, light industrial and healthcare sectors. We are proud to partner with some of the country's leading companies to deliver rewarding permanent, contract, temporary and traineeship recruitment opportunities.Apply NowClick onto the apply button. For more information contact:Rebecca Wilson - Recruitment CoordinatorPhone contact: 08 97223902WorkPac - Rio Tinto Project ServicesReference no. TMPRIJ202057159At WorkPac, we recognise we are strengthened by diversity. We are committed to providing a work environment in which everyone is included, treated fairly and with respect. We are an Equal Opportunity employer and we encourage applications from women and Indigenous people. ",dump truck operator fifo
243,https://www.workpac.com/job/field-network-engineer," Job description About the CompanyWorkPac is Australia's leading, privately owned recruitment provider to the mining, construction, engineering, oil and gas and healthcare sectors. We are proud to partner with some of the country's leading companies to deliver rewarding career opportunities. Register or apply with us for ongoing access to a wide range of temporary and permanent jobs for all skill levels.About the RoleWorkPac are currently seeking experienced Field Engineers and Technicians for Rioâs Sustaining Capital Technology System Delivery team. This role will be site based, 8:6 roster across the Pilbara. 12-month contract with possible extension. The successful candidate will be responsible for assisting with Autonomous Deployment Projects, scoping and designing for wired/wifi networks, along with implementation, commissioning and testing processes.Skills and Experience Relevant qualificationMicrosoft Office proficientExperience with deploying Caterpillar MineStar, Komatsu FrontRunner and/or Modular DispatchStrong understanding of DC power systemsLTW radio experience (preferred)Strong stakeholder engagementWA C Class Drivers LicenceApply NowClick on the âApply NowâFor further enquiries, please contact  Stacy Kieckhefer on Stacy.Kieckhefer@workpac.comReference Code: TMPRIJ202057054At WorkPac, we recognise we are strengthened by diversity. We are committed to providing a work environment in which everyone is included, treated fairly and with respect. We are an Equal Opportunity employer and we encourage applications from women and indigenous people. ",field network engineer
244,https://www.workpac.com/job/trades-assistant-35," Job description Seeking a skilled Trades Assistant for a workshop based in Caboolture. The work will involve working alongside mechanical and electrical fitters. The company works in water treatment, sewerage and desalination works. You will be loading and unloading gear so will need a forklift ticket. Its a busy worksho so the right person will need to enjoy being busy. To be considered you will need recent experience as a TA, ideally in this field, you will also need a Forklift ticket, full PPE and reliable transport.  ",trades assistant
245,https://www.workpac.com/job/refrigeration-technician-1," Job description 2/1 RosterCamp and Meals provided DIDOAbout Our ClientOur client is privately owned Australia company and has become an industry leader in manufacturing and service of Electric Overhead travelling cranes in the Australian market. About the RoleWorkPac are currently seeking experienced Refrigeration Mechanic for a large mining company based near Coppabella. You will be working a 2/1 Roster Day Shift only.Duties & ResponsibilitiesScoping / Execution of refrigeration and air-conditioning equipment tasksDaily facility and infrastructure inspectionsMaintaining ARC audit evidence and refrigeration standardsMaintaining Inventory and Stock LevelsSkills & ExperienceCertificate III Refrigeration & Air-conditioningQLD Restricted Electrical LicenseDrivers Licence Right to work within AustraliaAbout WorkPacWorkPac is Australia's leading, privately owned recruitment provider to the mining, construction, engineering, light industrial and healthcare sectors. We are proud to partner with some of the country's leading companies to deliver rewarding permanent, contract, temporary and traineeship recruitment opportunities. Apply NowClick on the apply button or for more information Contact:Kim Hold 4969 4701 Job Reference Number: Q.INDJ2020145922At WorkPac, we recognise we are strengthened by diversity. We are committed to providing a work environment in which everyone is included, treated fairly and with respect. We are an Equal Opportunity employer and we encourage applications from women and Indigenous people.  ",refrigeration mechanic
246,https://www.workpac.com/job/labourer-expressions-of-interest-5," Job description Labourer - Expression on InterestAdelaide SA locationAbility to work short &/or long term assignmentsAbout the RoleWorkPac are seeking Expression of Interest for labourers within the Adelaide area to service a number of our local construction clients.Duties & ResponsibilitiesLabouring dutiesRubbish removal & site clean upEnsuring a safe work environmentSkills & ExperienceWhite CardDrivers LicencePhysically fit for labouring intensive dutiesAbility to work short or long term assignmentsDemonstrate strong safety and environmental awarenessDemonstrated previous experience working on a construction siteAbout WorkPacWorkPac is Australia's leading, privately owned recruitment provider to the mining, construction, engineering, light industrial and healthcare sectors. We are proud to partner with some of the country's leading companies to deliver rewarding permanent, contract, temporary and traineeship recruitment opportunities.Apply NowClick on the apply button or for more information Contact: Name: Claire BellWorkPac Job Reference Number: 7430J20201260 ",labourer - expressions of interest
247,https://www.workpac.com/job/bricklayer-3," Job description Bricklayers$45phr plus SuperÂ 4 days on, 4 days off, working 12 hour shiftsLocal to GladstoneÂ About the Role :You will be a trade qualified bricklayer ideally with heavy industry and refractory experience for the CBF4 Rebuild.Â Â (but not essential for right candidates). Strong and proven safety appreciation with ability to be a respectful/reliable team member. Ability to work 4 days on/ 4 days off roster which includes public holidays if they fall on your 4 days on. and you must be able to pass a medical.Skills and ExperienceYou will require:Trade Qualified BricklayerHeavy Industry and Refractory experienceForklift ticketÂ  (preferred)Gantry crane (preferred)Confined Spaces & Working at HeightsÂ Drivers LicenceBe able to pass a pre employment medicalÂ About WorkPacWorkPac is Australia's leading, privately owned recruitment provider to the mining, construction, engineering, oil and gas and healthcare sectors. We are proud to partner with some of the country's leading companies to deliver rewarding career opportunities. Looking after our employees is important to us. Through our my rewards platform, we offer benefits from retail rewards through to financial, health cover, insurance, superannuation services and more.Click onto the apply button.For more information contact: Marie Gamble - Recruitment Coordinatormarie.gamble@workpac.comNorthern RegionÂ Job referenceÂ  7396J202016964At WorkPac, we recognise we are strengthened by diversity. We are committed to providing a work environment in which everyone is included, treated fairly and with respect. We are an Equal Opportunity employer and we encourage applications from women and Indigenous peop ",bricklayer
248,https://www.workpac.com/job/operator-trainee-1," Job description Job highlights- Must be based in Port Hedland - Skilled and unskilled workers required- Penalties paidAbout the RoleThis role will predominantly involve good workers with a can-do attitude for our clients concrete production line. Monday - Friday with some Saturday work. 8-12 hour days. The client will provide training to the successful applicants and you will get a Cert III in Process Manufacturing after training.Skills & Experience- Must be physically fit and able to pass a medical - Must be reliable and willing to learn - Must have a good attitude and strong work ethic - Flexible with hoursAbout WorkPacWorkPac is Australia's leading, privately owned recruitment provider to the mining, construction, engineering, light industrial and healthcare sectors. We are proud to partner with some of the country's leading companies to deliver rewarding permanent, contract, temporary and traineeship recruitment opportunities.Apply NowClick onto the apply button. For more information contact:Chelsea Renzullo - Recruitment CoordinatorPhone contact: 08 9201 6209WorkPac - Western AustraliaReference no. 752J202048890 - Chelsea RenzulloAt WorkPac, we recognise we are strengthened by diversity. We are committed to providing a work environment in which everyone is included, treated fairly and with respect. We are an Equal Opportunity employer and we encourage applications from women and Indigenous people. ",operator-trainee
249,https://www.workpac.com/job/storeperson-41," Job description JOB DESCRIPTION $40 Flat Rate Immediate Start Local Residents only ABOUT CLIENTOur client is a pioneer in mining and metals, they produce materials required for the movement of life and are looking for a Storeperson to join their team in Weipa.ABOUT THE ROLEOpportunities exist for an experienced Storeperson to support a team within a well known Mining Company in Weipa.  Working a lifestyle roster, day shift only, this position will see you responsible for managing the day-to-day store duties.DUTIES & RESPONSIBILITIES Day to day store duties Operate forkliftStock Receivable & Dispatch Picking and packing Data entry Truck driving Other various duties SKILLS & EXPERIENCE HC Licence Forklift TicketGood attitude to work Keen attention to detail Previous experience within a similar roleCurrent Drivers LicenceON-BOARDING PROCESSCandidate please note that the on-boarding process for these roles will be structured and will be required to undertake skills testing, interview, pre-employment medicals and drug and alcohol testing. If you are not willing to undertake or complete these, you will not be considered for these roles. Please note that only the successful candidates progressing to the next stage will be contacted.ABOUT WORKPACWorkPac is Australias leading, privately owned recruitment provider to the mining, construction, engineering, light industrial and healthcare sectors. We are proud to partner with some of the countrys leaving companies to deliver rewarding permanent, contract, temporary and traineeship recruitment opportunities. APPLY NOWJody Tudehope07 37152006Job Reference Number : 7396J202016977At WorkPac, we recognise we are strengthened by diversity. We are committed to providing a work environment in which everyone is included, treated fairly and with respect. We are an Equal Opportunity employer and we encourage applications from women and Indigenous people.  ",storeperson
250,https://www.workpac.com/job/mining-operator," Job description Attractive hourly ratesOngoing opportunity 2:1 rosterAbout the RoleWorkPac are currently seeking experienced Dump Truck Operatorâs for an immediate start. This position is being offered FIFO ex Perth on a 2:1 roster. The site is located in the Pilbara, approximately 90 km west-south-west of Nullagine. Duties and Responsibilities The successful candidate will be responsible for operating CAT 777 and CAT 785 in an iron ore production environment. Skills and Experience12 months experience operating CAT 777 & 785 WA C Class Drivers Licence National Police Clearance (under 6 months) Ability to pass a Drug and Alcohol Screen & Pre-Employment Medical About WorkPacWorkPac is Australia's leading, privately owned recruitment provider to the mining, construction, engineering, light industrial and health care sectors. We are proud to partner with some of the country's leading companies to deliver rewarding permanent, contract, temporary and traineeship recruitment opportunities.Apply NowClick onto the apply button. For more information contact:Jenna Webb WorkPac Recruitment Co-Ordinator Reference number: 752J202048887At WorkPac, we recognise we are strengthened by diversity. We are committed to providing a work environment in which everyone is included, treated fairly and with respect. We are an Equal Opportunity employer and we encourage applications from women and Indigenous people. ",mining operator
251,https://www.workpac.com/job/operator-loading-unit-critical-equipment-level-3-12," Job description $53.79/ hour 7/7 Roster 6 Month Contract ABOUT CLIENTOur client is Australia's largest coal miner and exporter, the world's largest supplier to the sea borne coking coal market and largest coal producer and supplier of metallurgical coal. The client has several mine sites across the Bowen Basin consisting primarily of open cut minesABOUT THE ROLESeeking experienced Excavator Operators to commence at a site located near Moranbah working a 7/7 Rotating Day/Night Roster. DUTIES & RESPONSIBILITIES Operate Hitachi 5600 and Liebherr 9800SKILLS & RESPONSIBILITIESCurrent Coal Board MedicalStandard 11RII/Training TranscriptDrivers Licence Minimum 12 month Experience ABOUT WORKPACWorkPac is Australia's leading, privately owned recruitment provider to the mining, construction, engineering, light industrial and healthcare sectors. We are proud to partner with some of the country's leaving companies to deliver rewarding permanent, contract, temporary and traineeship recruitment opportunities. APPLY NOWKim Hold 07 4969 4701Job Reference Number : 7396J202016965At WorkPac, we recognise we are strengthened by diversity. We are committed to providing a work environment in which everyone is included, treated fairly and with respect. We are an Equal Opportunity employer and we encourage applications from women and Indigenous people. ",operator loading unit (critical equipment) level 3
252,https://www.workpac.com/job/water-treatment-operator-2," Job description 3 Month ContractMonday to Friday position  Accomodation provided About the RoleWorkPac are currently seeking a Water Treatment Operator to commence work in Moranbah. Ideal Candidates will have prior experience in Operating a water treatment plant and hold a certificate will hold a Certificate III in Water Operations.   Duties & Responsibilities Maintain the Water Treatment Plant Skills & ExperienceCurrent QLD Drivers License Current Copies of Skills White CardRight to work in Australia About WorkpacWorkPac is Australia's leading, privately owned recruitment provider to the mining, construction, engineering, light industrial and healthcare sectors. We are proud to partner with some of the countryâs leading companies to deliver rewarding permanent, contract, temporary and traineeship recruitment opportunities.Apply NowClick on the apply button or for more information please contact:Reanna Corrigan Recruitment CoordinatorContact (07) 49694709Job Order Reference no. Q.INDJ2020145741At WorkPac, we recognise we are strengthened by diversity. We are committed to providing a work environment in which everyone is included, treated fairly and with respect. We are an Equal Opportunity employer, and we encourage applications from women and indigenous people. ",water treatment operator
253,https://www.workpac.com/job/hse-advisor-5," Job description About the CompanyWorkPac is Australia's leading, privately owned recruitment provider to the mining, construction, engineering, oil and gas and healthcare sectors. We are proud to partner with some of the country's leading companies to deliver rewarding career opportunities. Register or apply with us for ongoing access to a wide range of temporary and permanent jobs for all skill levels.About the RoleWorkPac are currently seeking an experienced HSE Advisor for Rio Tinto, within their Yandicoogina and Koodeideri projects. FIFO from Perth, 5:2, 4:3 roster. This role will start off with a 3-month contract with possible extension.Responsibilities:Lead incident investigationsCoaching and support within sustaining capital and contract partnersOwn and drive safety maturityStandardizing safety expectations across regional minesPolicy roll out and adherenceSkills and Experience Relevant experience within Site Health and SafetyExperience in incident investigations and risk assessment facilitationHSE related qualification and trainingAbility to coach and train othersStrong stakeholder engagementWA C Class Drivers LicenceApply NowClick on the âApply NowâFor further enquiries, please contact  Stacy Kieckhefer on Stacy.Kieckhefer@workpac.comReference Code: TMPRIJ202056962At WorkPac, we recognise we are strengthened by diversity. We are committed to providing a work environment in which everyone is included, treated fairly and with respect. We are an Equal Opportunity employer and we encourage applications from women and indigenous people. ",hse advisor
254,https://www.workpac.com/job/dump-truck-operator-36," Job description Job Highlights:Temp To Perm after 3 Months FIFO and Bus options from Perth, Esperance, Albany and Port Headland 2/1 Roster About the Role:WorkPac are seeking experienced Dump Truck Operators to assist our client across a variety of mines in WA. Experience driving minimum Komatsu 785 and CAT 777 is essential. You will start as a casual with WorkPac, then sign over to our Client full time after 3 months if successful. 2/1 Roster, there are a variety of options available FIFO from Perth or Bus from Perth, Esperance, Albany and Port HeadlandSkills and Experience:WA C Class Manual Drivers Licence 2+ Years Experience on Komatsu 785, CAT 777 or higher. Police Clearance within 6 Months Must be willing to complete a full pre-employment medical and drug and alcohol screening. Must have a strong focus on safetyAbout WorkPac:WorkPac is Australia's leading, privately owned recruitment provider to the mining, construction, engineering, oil and gas and healthcare sectors. We are proud to partner with some of the country's leading companies to deliver rewarding career opportunities. Looking after our employees is important to us. Through our myrewards platform, we offer benefits from retail rewards through to financial, health cover, insurance, superannuation services and more.How to Apply:Click onto the apply button. For more information contact:Jaymie-Lee Garland- Recruitment CoordinatorPh: 0892016201WorkPac- Western Recruitment Reference: 752J202048828At WorkPac, we recognise we are strengthened by diversity. We are committed to providing a work environment in which everyone is included, treated fairly and with respect. We are an Equal Opportunity employer and we encourage applications from women and Indigenous people. ",dump truck operator
255,https://www.workpac.com/job/concrete-batcher-1," Job description                              Tamworth based work  Ongoing work  $28.15/hour + penalties or pending experience Duties and responsibilities  Accurate concrete batching of orders   Batching of the correct concrete mix and allocating trucks.  General yard and plant housekeeping and maintenance, along with the safe operation of a front end loader  Liaising with customers Skills and experience  HR drivers' licence  Experience and licence to operate front end loader  Great communication skills  Understanding and adherence to safety regulations  Fit and healthy  Willingness to learn and work in a team  Ability to pass a drug and alcohol test  Relevant batching and/or concrete industry experience however, training will be provided for the right candidate  A strong commitment to safety and the environment along with a superior customer focus About WorkPac WorkPac is Australia's leading, privately owned recruitment provider to the mining, construction, engineering, light industrial and hea                                                      ",concrete batcher
256,https://www.workpac.com/job/general-production-operator," Job description General Production Operator $26.25 per hour + penaltiesTamworth LocationMonday to SaturdayAbout the Role WorkPac are seeking General Production Operators to join our clients production plant in Tamworth, our client who is a leading manufacturer of reinforced concrete pipes on a casual basis based in Tamworth area. Must be able to start 4am shifts & work Monday to Saturday.Duties and Responsibilities General labouring tasksAssisting with manufacturing a diverse range of precast concrete productsUse of a general range of tools such as drills, grinders etc.Able to maintain a high level of housekeeping in their work areaSkills and Experience Right to work in AustraliaWhite CardMust be reliable and keen to learn Experience in working in construction or manufacturing is preferred Demonstrated focus on safety of themselves and workmatesMust have a good knowledge of how to use a general range of tools - drill, grinder, etc.Must be a team player, yet also have the ability to work independently.About WorkPacWorkPac is Australia's leading, privately owned recruitment provider to the mining, construction, engineering, light industrial and healthcare sectors. We are proud to partner with some of the country's leading companies to deliver rewarding permanent, contract, temporary and traineeship recruitment opportunities.Apply NowClick on the apply button or for more information Contact:Name: Leah PhelpsWorkPac Job Reference Number:7212J202014536At WorkPac, we recognise we are strengthened by diversity. We are committed to providing a work environment in which everyone is included, treated fairly and with respect. We are an Equal Opportunity employer and we encourage applications from women and Indigenous people ",general production operator
257,https://www.workpac.com/job/reinforcement-operator," Job description Reinforcement Operator - Welder$26.25 per hour + penaltiesTamworth LocationMonday to SaturdayAbout the Role WorkPac are seeking Reinforcement Operators to join our clients production plant in Tamworth, our client who is a leading manufacturer of reinforced concrete pipes based in Tamworth area, must be willing and able to commence as early as 4am & work Monday through to Saturday.Duties and Responsibilities MIG WeldingAbility to follow repeated reo manufacture processes under instruction Assisting with manufacturing a diverse range of precast concrete productsUse of a general range of tools such as drills, grinders etc.Able to maintain a high level of housekeeping in their work areaSkills and Experience Previous experience MIG WeldingInterpret REO manufacturing processRight to work in AustraliaWhite CardMust be reliable and keen to learn Demonstrated focus on safety of themselves and workmatesMust have a good knowledge of how to use a general range of tools - drill, grinder, etc.The ability to read product and reinforcement designs is preferred however not mandatory.Must be a team player, yet also have the ability to work independently.About WorkPacWorkPac is Australia's leading, privately owned recruitment provider to the mining, construction, engineering, light industrial and healthcare sectors. We are proud to partner with some of the country's leading companies to deliver rewarding permanent, contract, temporary and traineeship recruitment opportunities.Apply NowClick on the apply button or for more information Contact:Name: Leah PhelpsWorkPac Job Reference Number: 7212J202014535At WorkPac, we recognise we are strengthened by diversity. We are committed to providing a work environment in which everyone is included, treated fairly and with respect. We are an Equal Opportunity employer and we encourage applications from women and Indigenous people ",welder
258,https://www.workpac.com/job/asphalt-worker," Job description Job highlights- Asphalt Workers Required- Based in Wangara- Opportunity for permanent workAbout the RoleThis role will predominantly involve Asphalt Operations for one of our clients based in Wangara. You will be required to work in the yard and remotely on occasion. Monday to Friday 38+ hour weeks. Penalties paid.Skills & Experience- 2 years previous Asphalt experience- C Class Drivers license - Be willing to complete a medicalAbout WorkPacWorkPac is Australia's leading, privately owned recruitment provider to the mining, construction, engineering, light industrial and healthcare sectors. We are proud to partner with some of the country's leading companies to deliver rewarding permanent, contract, temporary and traineeship recruitment opportunities.Apply NowClick onto the apply button. For more information contact:Chelsea Renzullo - Recruitment CoordinatorPhone contact: 08 9201 6209WorkPac - Western AustraliaReference no. 764J202069681 - Chelsea RenzulloAt WorkPac, we recognise we are strengthened by diversity. We are committed to providing a work environment in which everyone is included, treated fairly and with respect. We are an Equal Opportunity employer and we encourage applications from women and Indigenous people. ",asphalt worker
259,https://www.workpac.com/job/operator-127," Job description Labourer's and Plant OperatorsOn-Going Role 4/5/5 -DS/NSCamp accommodation & meals are includedAbout the RoleWe are currently seeking skilled Labourer's and Plant Operators for work with a well-known Mining Company in Weipa for an up coming role Duties and ResponsibilitiesPlant or ship loading experience preferred but not essentialMust be hardy and fit and be able to work outdoors and sometimes in rainMust be computer literate and be able to learn systemsSkills/ExperienceCurrent LR class drivers licence - MUSTWorked in a similar roleMust be reliable and have a strong commitment to safetyApply Now!Kirsty Roome - Recruitment Coordinator07) 4941 6411Kirsty.Roome@workpac.com WorkPac is Australia's largest, privately owned recruitment provider to the mining, construction, engineering, oil and gas and healthcare sectors. We are proud to partner with some of the country's leading companies to deliver rewarding career opportunities. Looking after our employees is important to us. Our Employee Benefits program powered by Flare HR offers benefits across health, insurance, financial services, retail discounts and more. ",labourer's and plant operator
